transaction_id,order_id,merchant_id,customer_id,transaction_date,transaction_timestamp,transaction_status,payment_method,order_amount,customer_paid_amount,merchant_received_amount,tabby_fee_amount,installment_plan,first_installment_amount,subsequent_installment_amount,authorization_to_capture_hours,capture_to_settlement_hours,risk_score,is_fraudulent
TXN_00030199,ORD_00030199,MERCH_0004,CUST_001163,2024-02-16,2024-02-16 16:44:39,settled,bnpl_4installments,110.58,110.58,105.35,5.23,4.0,27.64,27.64,0.97,35.26,0.368,False
TXN_00030200,ORD_00030200,MERCH_0007,CUST_004600,2024-03-22,2024-03-22 14:42:09,failed,card,156.8,156.8,152.19,4.61,,,,,,0.49,False
TXN_00030201,ORD_00030201,MERCH_0036,CUST_004852,2024-03-21,2024-03-21 09:59:38,settled,bnpl_3installments,112.13,112.13,107.43,4.7,3.0,37.38,37.38,1.21,37.52,0.545,False
TXN_00030202,ORD_00030202,MERCH_0002,CUST_003900,2024-03-27,2024-03-27 10:19:59,authorized,bnpl_4installments,50.0,50.0,48.26,1.74,4.0,12.5,12.5,,,0.44,False
TXN_00030203,ORD_00030203,MERCH_0021,CUST_001736,2024-03-08,2024-03-08 15:34:27,settled,bnpl_4installments,50.0,50.0,48.42,1.58,4.0,12.5,12.5,0.13,27.54,0.325,False
TXN_00030204,ORD_00030204,MERCH_0016,CUST_003438,2024-05-10,2024-05-10 16:50:24,settled,bnpl_4installments,312.9,312.9,297.97,14.93,4.0,78.22,78.22,1.3,12.96,0.338,False
TXN_00030205,ORD_00030205,MERCH_0040,CUST_002573,2024-03-20,2024-03-20 12:20:34,settled,card,572.99,572.99,559.52,13.47,,,,1.21,5.81,0.09,False
TXN_00030206,ORD_00030206,MERCH_0040,CUST_003501,2024-04-04,2024-04-04 22:54:17,settled,card,273.88,273.88,267.44,6.44,,,,0.97,34.47,0.347,False
TXN_00030207,ORD_00030207,MERCH_0002,CUST_004345,2024-02-03,2024-02-03 15:07:25,settled,bnpl_3installments,142.97,142.97,137.98,4.99,3.0,47.66,47.66,0.6,6.68,0.509,False
TXN_00030208,ORD_00030208,MERCH_0018,CUST_003878,2024-05-15,2024-05-15 17:01:25,settled,bnpl_4installments,88.01,88.01,85.73,2.28,4.0,22.0,22.0,1.76,17.56,0.107,False
TXN_00030209,ORD_00030209,MERCH_0020,CUST_001170,2024-03-10,2024-03-10 21:48:09,settled,bnpl_3installments,293.87,293.87,285.11,8.76,3.0,97.96,97.96,1.97,4.4,0.188,False
TXN_00030210,ORD_00030210,MERCH_0006,CUST_001795,2024-06-10,2024-06-10 10:44:45,authorized,bnpl_4installments,313.53,313.53,301.02,12.51,4.0,78.38,78.38,,,0.451,False
TXN_00030211,ORD_00030211,MERCH_0021,CUST_002721,2024-03-27,2024-03-27 20:07:58,settled,bnpl_4installments,50.0,50.0,48.42,1.58,4.0,12.5,12.5,1.8,3.99,0.523,False
TXN_00030212,ORD_00030212,MERCH_0037,CUST_000389,2024-03-29,2024-03-29 08:53:44,settled,bnpl_3installments,923.66,923.66,883.85,39.81,3.0,307.89,307.89,1.99,4.62,0.484,False
TXN_00030213,ORD_00030213,MERCH_0001,CUST_003699,2024-06-02,2024-06-02 10:12:48,settled,bnpl_3installments,352.28,352.28,343.93,8.35,3.0,117.43,117.43,1.8,4.32,0.341,False
TXN_00030214,ORD_00030214,MERCH_0001,CUST_002116,2024-06-09,2024-06-09 20:47:22,refunded,bnpl_4installments,50.0,50.0,48.82,1.18,4.0,12.5,12.5,,,0.197,False
TXN_00030215,ORD_00030215,MERCH_0027,CUST_004481,2024-04-19,2024-04-19 19:38:07,settled,card,103.84,103.84,101.33,2.51,,,,1.5,13.68,0.256,False
TXN_00030216,ORD_00030216,MERCH_0004,CUST_002064,2024-02-20,2024-02-20 12:09:27,settled,bnpl_4installments,254.49,254.49,242.45,12.04,4.0,63.62,63.62,0.96,43.6,0.161,False
TXN_00030217,ORD_00030217,MERCH_0040,CUST_003796,2024-05-09,2024-05-09 08:34:42,settled,bnpl_4installments,109.14,109.14,106.58,2.56,4.0,27.29,27.29,0.34,2.31,0.364,False
TXN_00030218,ORD_00030218,MERCH_0027,CUST_002828,2024-04-26,2024-04-26 13:15:15,settled,bnpl_4installments,52.63,52.63,51.36,1.27,4.0,13.16,13.16,1.63,25.47,0.0,False
TXN_00030219,ORD_00030219,MERCH_0040,CUST_003303,2024-04-23,2024-04-23 17:35:58,captured,bnpl_3installments,146.77,146.77,143.32,3.45,3.0,48.92,48.92,1.27,,0.352,False
TXN_00030220,ORD_00030220,MERCH_0011,CUST_001347,2024-02-26,2024-02-26 12:44:15,settled,bnpl_4installments,202.6,202.6,192.65,9.95,4.0,50.65,50.65,1.34,47.37,0.0,False
TXN_00030221,ORD_00030221,MERCH_0037,CUST_000419,2024-05-22,2024-05-22 20:52:19,settled,bnpl_4installments,50.0,50.0,47.85,2.15,4.0,12.5,12.5,1.08,19.45,0.434,False
TXN_00030222,ORD_00030222,MERCH_0030,CUST_004743,2024-04-18,2024-04-18 22:04:57,settled,bnpl_3installments,282.42,282.42,268.41,14.01,3.0,94.14,94.14,1.79,23.05,0.357,False
TXN_00030223,ORD_00030223,MERCH_0022,CUST_002453,2024-06-19,2024-06-19 11:24:14,settled,bnpl_3installments,229.24,229.24,222.8,6.44,3.0,76.41,76.41,0.96,9.48,0.029,False
TXN_00030224,ORD_00030224,MERCH_0004,CUST_004284,2024-02-05,2024-02-05 15:02:18,settled,bnpl_3installments,50.0,50.0,47.63,2.37,3.0,16.67,16.67,0.99,30.35,0.349,False
TXN_00030225,ORD_00030225,MERCH_0038,CUST_001129,2024-02-07,2024-02-07 08:26:15,settled,bnpl_4installments,398.34,398.34,389.5,8.84,4.0,99.58,99.58,0.77,35.82,0.59,False
TXN_00030226,ORD_00030226,MERCH_0016,CUST_004356,2024-02-20,2024-02-20 18:32:10,captured,bnpl_4installments,233.5,233.5,222.36,11.14,4.0,58.38,58.38,1.02,,0.398,False
TXN_00030227,ORD_00030227,MERCH_0026,CUST_003548,2024-05-15,2024-05-15 10:51:55,settled,bnpl_3installments,50.0,50.0,48.18,1.82,3.0,16.67,16.67,1.35,43.89,0.752,False
TXN_00030228,ORD_00030228,MERCH_0026,CUST_001289,2024-05-11,2024-05-11 20:54:17,settled,bnpl_3installments,50.0,50.0,48.18,1.82,3.0,16.67,16.67,0.93,20.74,0.253,False
TXN_00030229,ORD_00030229,MERCH_0012,CUST_004785,2024-02-06,2024-02-06 09:51:56,settled,bnpl_4installments,50.0,50.0,47.84,2.16,4.0,12.5,12.5,1.23,20.59,0.0,False
TXN_00030230,ORD_00030230,MERCH_0020,CUST_002154,2024-02-06,2024-02-06 18:36:58,settled,bnpl_4installments,134.87,134.87,130.85,4.02,4.0,33.72,33.72,0.28,24.18,0.676,False
TXN_00030231,ORD_00030231,MERCH_0036,CUST_002147,2024-04-03,2024-04-03 13:03:30,failed,bnpl_4installments,358.68,358.68,343.65,15.03,4.0,89.67,89.67,,,0.187,False
TXN_00030232,ORD_00030232,MERCH_0039,CUST_000021,2024-04-04,2024-04-04 18:52:51,settled,card,161.44,161.44,156.47,4.97,,,,1.86,5.76,0.215,False
TXN_00030233,ORD_00030233,MERCH_0040,CUST_003319,2024-02-24,2024-02-24 10:47:57,settled,card,50.0,50.0,48.82,1.18,,,,0.13,28.44,0.712,False
TXN_00030234,ORD_00030234,MERCH_0031,CUST_003443,2024-03-26,2024-03-26 13:38:05,settled,bnpl_4installments,50.0,50.0,47.84,2.16,4.0,12.5,12.5,0.37,7.78,0.5,False
TXN_00030235,ORD_00030235,MERCH_0007,CUST_002451,2024-04-26,2024-04-26 09:48:08,failed,bnpl_3installments,414.07,414.07,401.9,12.17,3.0,138.02,138.02,,,0.256,False
TXN_00030236,ORD_00030236,MERCH_0011,CUST_004122,2024-03-17,2024-03-17 11:03:00,settled,bnpl_4installments,595.16,595.16,565.94,29.22,4.0,148.79,148.79,1.99,36.06,0.331,False
TXN_00030237,ORD_00030237,MERCH_0003,CUST_003147,2024-01-08,2024-01-08 19:54:13,settled,bnpl_4installments,50.0,50.0,48.95,1.05,4.0,12.5,12.5,1.94,41.28,0.401,False
TXN_00030238,ORD_00030238,MERCH_0034,CUST_003379,2024-04-28,2024-04-28 18:24:40,settled,bnpl_4installments,209.39,209.39,200.07,9.32,4.0,52.35,52.35,1.16,46.56,0.329,False
TXN_00030239,ORD_00030239,MERCH_0016,CUST_004158,2024-02-19,2024-02-19 19:10:44,settled,card,98.7,98.7,93.99,4.71,,,,1.4,5.93,0.67,False
TXN_00030240,ORD_00030240,MERCH_0029,CUST_003785,2024-04-27,2024-04-27 22:06:08,settled,bnpl_4installments,220.46,220.46,215.57,4.89,4.0,55.12,55.12,0.2,3.09,0.0,False
TXN_00030241,ORD_00030241,MERCH_0014,CUST_000209,2024-01-30,2024-01-30 13:34:19,settled,bnpl_4installments,155.4,155.4,148.13,7.27,4.0,38.85,38.85,1.21,25.67,0.751,False
TXN_00030242,ORD_00030242,MERCH_0034,CUST_001410,2024-02-17,2024-02-17 22:40:33,settled,bnpl_3installments,87.92,87.92,84.01,3.91,3.0,29.31,29.31,1.69,6.73,0.48,False
TXN_00030243,ORD_00030243,MERCH_0018,CUST_000850,2024-06-18,2024-06-18 20:17:07,settled,bnpl_3installments,258.09,258.09,251.41,6.68,3.0,86.03,86.03,1.58,9.12,0.346,False
TXN_00030244,ORD_00030244,MERCH_0039,CUST_004702,2024-03-26,2024-03-26 11:27:52,settled,bnpl_4installments,247.65,247.65,240.02,7.63,4.0,61.91,61.91,0.54,42.46,0.219,False
TXN_00030245,ORD_00030245,MERCH_0038,CUST_000235,2024-03-25,2024-03-25 16:59:28,settled,bnpl_4installments,81.42,81.42,79.61,1.81,4.0,20.36,20.36,0.23,33.33,0.718,False
TXN_00030246,ORD_00030246,MERCH_0020,CUST_003492,2024-05-24,2024-05-24 18:16:23,settled,bnpl_3installments,221.12,221.12,214.53,6.59,3.0,73.71,73.71,1.28,43.87,0.335,False
TXN_00030247,ORD_00030247,MERCH_0032,CUST_002010,2024-04-12,2024-04-12 12:52:12,settled,bnpl_4installments,113.99,113.99,111.03,2.96,4.0,28.5,28.5,1.49,33.51,0.631,False
TXN_00030248,ORD_00030248,MERCH_0006,CUST_003317,2024-03-23,2024-03-23 16:44:44,settled,card,58.83,58.83,56.48,2.35,,,,0.94,31.83,0.383,False
TXN_00030249,ORD_00030249,MERCH_0020,CUST_001334,2024-04-27,2024-04-27 15:18:31,settled,bnpl_4installments,50.0,50.0,48.51,1.49,4.0,12.5,12.5,1.06,21.51,0.033,False
TXN_00030250,ORD_00030250,MERCH_0024,CUST_002696,2024-05-01,2024-05-01 15:24:34,settled,bnpl_4installments,110.71,110.71,107.31,3.4,4.0,27.68,27.68,0.92,13.88,0.4,False
TXN_00030251,ORD_00030251,MERCH_0025,CUST_000794,2024-02-21,2024-02-21 09:19:50,settled,bnpl_3installments,1478.49,1478.49,1436.5,41.99,3.0,492.83,492.83,0.52,47.88,0.336,False
TXN_00030252,ORD_00030252,MERCH_0019,CUST_002412,2024-04-26,2024-04-26 10:42:47,settled,bnpl_3installments,120.86,120.86,118.27,2.59,3.0,40.29,40.29,1.39,1.58,0.382,False
TXN_00030253,ORD_00030253,MERCH_0033,CUST_000060,2024-06-14,2024-06-14 20:25:22,failed,bnpl_4installments,50.0,50.0,48.99,1.01,4.0,12.5,12.5,,,0.512,False
TXN_00030254,ORD_00030254,MERCH_0036,CUST_001268,2024-03-02,2024-03-02 16:51:27,settled,bnpl_4installments,50.0,50.0,47.9,2.1,4.0,12.5,12.5,1.86,20.06,0.284,False
TXN_00030255,ORD_00030255,MERCH_0008,CUST_001554,2024-02-29,2024-02-29 09:25:40,settled,bnpl_4installments,183.43,183.43,176.9,6.53,4.0,45.86,45.86,1.83,40.3,0.456,False
TXN_00030256,ORD_00030256,MERCH_0011,CUST_003156,2024-06-10,2024-06-10 21:52:21,settled,bnpl_4installments,181.58,181.58,172.66,8.92,4.0,45.4,45.4,0.34,21.03,0.309,False
TXN_00030257,ORD_00030257,MERCH_0023,CUST_000845,2024-04-01,2024-04-01 21:19:09,settled,bnpl_4installments,485.49,485.49,463.69,21.8,4.0,121.37,121.37,1.63,5.3,0.174,False
TXN_00030258,ORD_00030258,MERCH_0019,CUST_001643,2024-04-06,2024-04-06 13:58:45,settled,bnpl_3installments,132.22,132.22,129.39,2.83,3.0,44.07,44.07,0.23,29.02,0.514,False
TXN_00030259,ORD_00030259,MERCH_0017,CUST_004407,2024-03-20,2024-03-20 11:37:30,settled,bnpl_4installments,84.1,84.1,82.19,1.91,4.0,21.02,21.02,0.93,46.22,0.26,False
TXN_00030260,ORD_00030260,MERCH_0035,CUST_004095,2024-03-25,2024-03-25 19:44:01,settled,bnpl_3installments,378.47,378.47,362.88,15.59,3.0,126.16,126.16,1.37,23.59,0.478,False
TXN_00030261,ORD_00030261,MERCH_0003,CUST_003311,2024-05-30,2024-05-30 15:54:00,failed,bnpl_3installments,783.51,783.51,767.06,16.45,3.0,261.17,261.17,,,0.446,False
TXN_00030262,ORD_00030262,MERCH_0033,CUST_002237,2024-05-12,2024-05-12 17:04:42,settled,card,433.8,433.8,425.04,8.76,,,,1.86,45.55,0.4,False
TXN_00030263,ORD_00030263,MERCH_0019,CUST_002779,2024-03-03,2024-03-03 20:56:14,failed,bnpl_3installments,261.56,261.56,255.96,5.6,3.0,87.19,87.19,,,0.053,False
TXN_00030264,ORD_00030264,MERCH_0037,CUST_001453,2024-05-11,2024-05-11 20:05:31,settled,bnpl_4installments,217.38,217.38,208.01,9.37,4.0,54.34,54.34,0.58,39.99,0.418,False
TXN_00030265,ORD_00030265,MERCH_0032,CUST_003639,2024-05-21,2024-05-21 17:26:34,settled,bnpl_4installments,193.88,193.88,188.84,5.04,4.0,48.47,48.47,0.37,29.43,0.24,False
TXN_00030266,ORD_00030266,MERCH_0005,CUST_004493,2024-04-09,2024-04-09 19:08:36,failed,bnpl_4installments,81.85,81.85,79.57,2.28,4.0,20.46,20.46,,,0.392,False
TXN_00030267,ORD_00030267,MERCH_0034,CUST_002416,2024-04-02,2024-04-02 21:46:57,settled,bnpl_4installments,202.76,202.76,193.74,9.02,4.0,50.69,50.69,0.27,25.9,0.278,False
TXN_00030268,ORD_00030268,MERCH_0029,CUST_003149,2024-05-09,2024-05-09 12:12:53,settled,bnpl_4installments,73.06,73.06,71.44,1.62,4.0,18.27,18.27,0.76,41.94,0.0,False
TXN_00030269,ORD_00030269,MERCH_0030,CUST_003824,2024-05-02,2024-05-02 14:48:09,settled,bnpl_3installments,55.74,55.74,52.98,2.76,3.0,18.58,18.58,1.99,31.05,0.396,False
TXN_00030270,ORD_00030270,MERCH_0025,CUST_002379,2024-04-19,2024-04-19 10:52:32,settled,card,172.8,172.8,167.89,4.91,,,,1.87,35.88,0.328,False
TXN_00030271,ORD_00030271,MERCH_0038,CUST_001742,2024-05-09,2024-05-09 22:46:01,captured,card,173.65,173.65,169.79,3.86,,,,1.81,,0.297,False
TXN_00030272,ORD_00030272,MERCH_0016,CUST_002527,2024-03-03,2024-03-03 21:09:10,settled,card,459.79,459.79,437.86,21.93,,,,1.17,7.56,0.009,False
TXN_00030273,ORD_00030273,MERCH_0028,CUST_004143,2024-03-24,2024-03-24 17:48:09,settled,bnpl_4installments,50.0,50.0,47.8,2.2,4.0,12.5,12.5,0.23,18.95,0.469,False
TXN_00030274,ORD_00030274,MERCH_0010,CUST_001296,2024-01-31,2024-01-31 09:50:13,settled,bnpl_4installments,88.78,88.78,86.52,2.26,4.0,22.2,22.2,0.89,29.28,0.919,False
TXN_00030275,ORD_00030275,MERCH_0007,CUST_004587,2024-03-17,2024-03-17 12:51:05,settled,bnpl_4installments,575.44,575.44,558.52,16.92,4.0,143.86,143.86,0.64,15.58,0.0,False
TXN_00030276,ORD_00030276,MERCH_0015,CUST_001165,2024-01-29,2024-01-29 18:42:32,settled,bnpl_4installments,52.9,52.9,50.9,2.0,4.0,13.22,13.22,0.56,3.28,0.412,False
TXN_00030277,ORD_00030277,MERCH_0025,CUST_002764,2024-01-09,2024-01-09 12:21:09,settled,bnpl_3installments,50.0,50.0,48.58,1.42,3.0,16.67,16.67,0.96,19.27,0.649,False
TXN_00030278,ORD_00030278,MERCH_0034,CUST_002511,2024-05-24,2024-05-24 14:51:10,settled,bnpl_3installments,50.0,50.0,47.78,2.22,3.0,16.67,16.67,0.28,40.64,0.604,False
TXN_00030279,ORD_00030279,MERCH_0030,CUST_003511,2024-02-09,2024-02-09 08:33:35,settled,bnpl_4installments,291.36,291.36,276.91,14.45,4.0,72.84,72.84,0.22,39.07,0.279,False
TXN_00030280,ORD_00030280,MERCH_0020,CUST_004967,2024-02-21,2024-02-21 18:18:31,settled,bnpl_4installments,283.67,283.67,275.22,8.45,4.0,70.92,70.92,1.91,22.78,0.387,False
TXN_00030281,ORD_00030281,MERCH_0039,CUST_002912,2024-03-29,2024-03-29 12:27:21,settled,card,146.06,146.06,141.56,4.5,,,,1.09,46.75,0.74,False
TXN_00030282,ORD_00030282,MERCH_0004,CUST_000399,2024-03-11,2024-03-11 17:47:13,settled,card,192.87,192.87,183.75,9.12,,,,0.26,45.33,0.427,False
TXN_00030283,ORD_00030283,MERCH_0039,CUST_004293,2024-05-14,2024-05-14 14:50:56,settled,bnpl_4installments,345.19,345.19,334.56,10.63,4.0,86.3,86.3,1.82,10.33,0.0,False
TXN_00030284,ORD_00030284,MERCH_0022,CUST_004591,2024-04-14,2024-04-14 21:46:52,settled,bnpl_4installments,116.06,116.06,112.8,3.26,4.0,29.02,29.02,1.82,6.46,0.577,False
TXN_00030285,ORD_00030285,MERCH_0029,CUST_000985,2024-03-25,2024-03-25 19:35:46,refunded,card,210.42,210.42,205.75,4.67,,,,,,0.324,False
TXN_00030286,ORD_00030286,MERCH_0034,CUST_000943,2024-05-01,2024-05-01 21:56:13,settled,card,50.0,50.0,47.78,2.22,,,,0.39,11.4,0.61,False
TXN_00030287,ORD_00030287,MERCH_0019,CUST_002283,2024-06-02,2024-06-02 09:06:33,settled,bnpl_3installments,167.25,167.25,163.67,3.58,3.0,55.75,55.75,0.29,18.9,0.154,False
TXN_00030288,ORD_00030288,MERCH_0011,CUST_001616,2024-04-13,2024-04-13 22:38:44,settled,card,505.28,505.28,480.47,24.81,,,,0.46,1.18,0.0,False
TXN_00030289,ORD_00030289,MERCH_0021,CUST_000289,2024-02-29,2024-02-29 11:27:20,settled,bnpl_4installments,50.0,50.0,48.42,1.58,4.0,12.5,12.5,0.18,25.73,0.194,False
TXN_00030290,ORD_00030290,MERCH_0024,CUST_002045,2024-05-30,2024-05-30 16:07:59,settled,bnpl_4installments,148.05,148.05,143.5,4.55,4.0,37.01,37.01,1.17,8.94,0.746,True
TXN_00030291,ORD_00030291,MERCH_0003,CUST_000853,2024-03-24,2024-03-24 12:07:13,settled,bnpl_4installments,104.48,104.48,102.29,2.19,4.0,26.12,26.12,0.23,11.25,0.318,False
TXN_00030292,ORD_00030292,MERCH_0022,CUST_000374,2024-04-28,2024-04-28 14:28:10,settled,bnpl_4installments,141.49,141.49,137.51,3.98,4.0,35.37,35.37,0.58,32.53,0.212,False
TXN_00030293,ORD_00030293,MERCH_0015,CUST_004684,2024-03-04,2024-03-04 22:29:52,settled,bnpl_3installments,66.56,66.56,64.04,2.52,3.0,22.19,22.19,0.95,39.93,0.378,False
TXN_00030294,ORD_00030294,MERCH_0034,CUST_001541,2024-02-08,2024-02-08 11:04:45,settled,card,76.12,76.12,72.73,3.39,,,,1.75,19.75,0.26,False
TXN_00030295,ORD_00030295,MERCH_0007,CUST_002819,2024-03-11,2024-03-11 14:20:57,settled,bnpl_4installments,272.49,272.49,264.48,8.01,4.0,68.12,68.12,1.66,19.95,0.079,False
TXN_00030296,ORD_00030296,MERCH_0014,CUST_004329,2024-04-09,2024-04-09 19:27:09,settled,card,331.38,331.38,315.87,15.51,,,,1.39,1.76,0.356,False
TXN_00030297,ORD_00030297,MERCH_0031,CUST_000055,2024-03-04,2024-03-04 15:03:44,settled,bnpl_4installments,439.01,439.01,420.04,18.97,4.0,109.75,109.75,1.64,37.59,0.44,False
TXN_00030298,ORD_00030298,MERCH_0037,CUST_001286,2024-02-13,2024-02-13 11:13:27,settled,card,86.86,86.86,83.12,3.74,,,,1.01,8.1,0.06,False
TXN_00030299,ORD_00030299,MERCH_0018,CUST_004702,2024-04-26,2024-04-26 10:43:49,settled,card,102.54,102.54,99.88,2.66,,,,0.5,19.2,0.501,False
TXN_00030300,ORD_00030300,MERCH_0010,CUST_004425,2024-01-29,2024-01-29 19:19:28,settled,bnpl_3installments,54.7,54.7,53.31,1.39,3.0,18.23,18.23,0.91,32.48,0.18,False
TXN_00030301,ORD_00030301,MERCH_0025,CUST_002995,2024-05-16,2024-05-16 22:48:42,settled,bnpl_4installments,141.4,141.4,137.38,4.02,4.0,35.35,35.35,1.29,16.21,0.151,False
TXN_00030302,ORD_00030302,MERCH_0034,CUST_004454,2024-01-21,2024-01-21 20:00:07,settled,bnpl_3installments,50.0,50.0,47.78,2.22,3.0,16.67,16.67,1.27,45.13,0.505,False
TXN_00030303,ORD_00030303,MERCH_0024,CUST_002031,2024-03-12,2024-03-12 13:02:57,settled,bnpl_3installments,317.24,317.24,307.5,9.74,3.0,105.75,105.75,1.97,10.35,0.114,False
TXN_00030304,ORD_00030304,MERCH_0011,CUST_002966,2024-03-04,2024-03-04 13:17:23,settled,bnpl_4installments,197.61,197.61,187.91,9.7,4.0,49.4,49.4,1.98,12.79,0.655,False
TXN_00030305,ORD_00030305,MERCH_0012,CUST_001369,2024-04-19,2024-04-19 13:13:25,settled,bnpl_4installments,90.19,90.19,86.28,3.91,4.0,22.55,22.55,0.68,4.13,0.363,False
TXN_00030306,ORD_00030306,MERCH_0014,CUST_003721,2024-04-11,2024-04-11 16:01:37,settled,bnpl_4installments,50.0,50.0,47.66,2.34,4.0,12.5,12.5,1.66,22.69,0.215,False
TXN_00030307,ORD_00030307,MERCH_0007,CUST_000083,2024-04-07,2024-04-07 13:05:16,settled,bnpl_3installments,218.24,218.24,211.82,6.42,3.0,72.75,72.75,1.49,11.96,0.062,False
TXN_00030308,ORD_00030308,MERCH_0032,CUST_001332,2024-05-31,2024-05-31 13:46:33,settled,bnpl_4installments,59.81,59.81,58.25,1.56,4.0,14.95,14.95,1.53,12.32,0.149,False
TXN_00030309,ORD_00030309,MERCH_0038,CUST_000344,2024-04-05,2024-04-05 13:17:11,settled,bnpl_4installments,153.27,153.27,149.87,3.4,4.0,38.32,38.32,0.98,13.41,0.361,False
TXN_00030310,ORD_00030310,MERCH_0018,CUST_001950,2024-06-18,2024-06-18 20:29:59,settled,bnpl_4installments,275.58,275.58,268.44,7.14,4.0,68.89,68.89,0.76,17.75,0.219,False
TXN_00030311,ORD_00030311,MERCH_0034,CUST_004877,2024-03-30,2024-03-30 11:47:46,settled,bnpl_4installments,58.42,58.42,55.82,2.6,4.0,14.61,14.61,1.79,7.52,0.563,False
TXN_00030312,ORD_00030312,MERCH_0021,CUST_003135,2024-04-20,2024-04-20 10:50:25,settled,bnpl_4installments,50.0,50.0,48.42,1.58,4.0,12.5,12.5,0.11,38.33,0.564,False
TXN_00030313,ORD_00030313,MERCH_0038,CUST_001651,2024-03-04,2024-03-04 10:12:07,settled,bnpl_4installments,182.81,182.81,178.75,4.06,4.0,45.7,45.7,1.24,27.1,0.161,False
TXN_00030314,ORD_00030314,MERCH_0001,CUST_000545,2024-03-13,2024-03-13 17:39:09,settled,bnpl_4installments,716.19,716.19,699.22,16.97,4.0,179.05,179.05,1.17,1.02,0.481,False
TXN_00030315,ORD_00030315,MERCH_0004,CUST_002163,2024-04-24,2024-04-24 13:46:46,settled,card,571.15,571.15,544.13,27.02,,,,1.22,22.26,0.303,False
TXN_00030316,ORD_00030316,MERCH_0006,CUST_002781,2024-03-06,2024-03-06 09:08:44,settled,bnpl_4installments,152.71,152.71,146.62,6.09,4.0,38.18,38.18,1.69,26.07,0.458,False
TXN_00030317,ORD_00030317,MERCH_0035,CUST_002325,2024-05-23,2024-05-23 08:26:55,settled,card,91.8,91.8,88.02,3.78,,,,1.41,14.81,0.092,False
TXN_00030318,ORD_00030318,MERCH_0011,CUST_000818,2024-03-20,2024-03-20 19:36:35,settled,bnpl_4installments,50.0,50.0,47.54,2.46,4.0,12.5,12.5,1.88,43.64,0.483,False
TXN_00030319,ORD_00030319,MERCH_0024,CUST_000972,2024-04-08,2024-04-08 12:37:47,settled,bnpl_4installments,266.85,266.85,258.66,8.19,4.0,66.71,66.71,0.53,31.01,0.365,False
TXN_00030320,ORD_00030320,MERCH_0017,CUST_001453,2024-01-06,2024-01-06 21:11:37,settled,bnpl_4installments,50.0,50.0,48.86,1.14,4.0,12.5,12.5,0.69,7.24,0.69,False
TXN_00030321,ORD_00030321,MERCH_0027,CUST_004706,2024-05-10,2024-05-10 22:09:26,settled,bnpl_4installments,415.0,415.0,404.96,10.04,4.0,103.75,103.75,0.65,7.79,0.327,False
TXN_00030322,ORD_00030322,MERCH_0038,CUST_004114,2024-04-06,2024-04-06 18:41:07,settled,bnpl_4installments,171.56,171.56,167.75,3.81,4.0,42.89,42.89,0.86,43.94,0.498,False
TXN_00030323,ORD_00030323,MERCH_0027,CUST_002105,2024-02-01,2024-02-01 14:10:55,settled,card,209.9,209.9,204.82,5.08,,,,0.17,36.2,0.16,False
TXN_00030324,ORD_00030324,MERCH_0039,CUST_001118,2024-04-27,2024-04-27 08:21:41,settled,card,176.28,176.28,170.85,5.43,,,,1.33,35.52,0.467,False
TXN_00030325,ORD_00030325,MERCH_0022,CUST_002565,2024-04-25,2024-04-25 16:10:26,settled,bnpl_4installments,178.72,178.72,173.7,5.02,4.0,44.68,44.68,1.78,46.86,0.007,False
TXN_00030326,ORD_00030326,MERCH_0037,CUST_001944,2024-03-26,2024-03-26 19:02:56,settled,bnpl_3installments,50.0,50.0,47.85,2.15,3.0,16.67,16.67,0.26,5.94,0.119,False
TXN_00030327,ORD_00030327,MERCH_0034,CUST_001184,2024-05-02,2024-05-02 20:17:33,settled,bnpl_4installments,145.62,145.62,139.14,6.48,4.0,36.41,36.41,0.2,20.09,0.27,False
TXN_00030328,ORD_00030328,MERCH_0020,CUST_003324,2024-03-21,2024-03-21 15:07:32,captured,bnpl_3installments,315.02,315.02,305.63,9.39,3.0,105.01,105.01,1.6,,0.262,False
TXN_00030329,ORD_00030329,MERCH_0032,CUST_001188,2024-02-26,2024-02-26 18:31:03,settled,bnpl_3installments,65.19,65.19,63.5,1.69,3.0,21.73,21.73,1.68,34.14,0.143,False
TXN_00030330,ORD_00030330,MERCH_0039,CUST_003981,2024-03-27,2024-03-27 15:09:52,settled,bnpl_3installments,117.78,117.78,114.15,3.63,3.0,39.26,39.26,1.86,25.1,0.441,False
TXN_00030331,ORD_00030331,MERCH_0004,CUST_000615,2024-04-23,2024-04-23 12:41:18,settled,card,315.22,315.22,300.31,14.91,,,,0.21,37.05,0.175,False
TXN_00030332,ORD_00030332,MERCH_0028,CUST_000517,2024-04-12,2024-04-12 10:42:04,refunded,card,107.57,107.57,102.83,4.74,,,,,,0.462,False
TXN_00030333,ORD_00030333,MERCH_0002,CUST_003550,2024-03-10,2024-03-10 08:54:25,authorized,bnpl_3installments,50.0,50.0,48.26,1.74,3.0,16.67,16.67,,,0.369,False
TXN_00030334,ORD_00030334,MERCH_0038,CUST_004298,2024-01-27,2024-01-27 13:21:34,settled,bnpl_4installments,402.04,402.04,393.11,8.93,4.0,100.51,100.51,0.48,46.75,0.568,False
TXN_00030335,ORD_00030335,MERCH_0018,CUST_000034,2024-03-25,2024-03-25 16:46:45,settled,card,128.99,128.99,125.65,3.34,,,,0.23,21.42,0.456,False
